disease_field,metabolite_field,linear_beta,linear_pvalue,logistic_beta,logistic_pvalue,warning
p131366,p23435_i0,-0.1290404581968519,2.55525381876908e-181,-0.1266977599950343,1.4105454922035567e-151,
p131370,p23435_i0,0.0226142352348909,2.4649136135070827e-06,0.0577468070223006,2.9865505865250537e-27,
p131374,p23435_i0,0.1413105046536443,4.2492355340230896e-246,0.1508596843089812,1.972808780582345e-247,
p131378,p23435_i0,0.0752490669712378,8.844862093702321e-67,0.0854477241952439,1.4931499840651716e-74,
p131380,p23435_i0,0.1170210534050695,2.940546603057393e-126,0.1739365633631901,1.6551007135410728e-221,
p131382,p23435_i0,0.0616232673495019,3.1073437077030595e-35,0.1034551417323452,2.9427360083306216e-70,
p131390,p23435_i0,0.1855783525082598,0.0,0.2198679546410484,0.0,
p131416,p23435_i0,0.0719263505055609,6.049580273292921e-63,0.0776623085345485,6.025558548131912e-65,
p131444,p23435_i0,0.1301153397166417,1.7405690512492902e-144,0.1637690669927402,3.551962605113018e-162,
p131490,p23435_i0,-0.1687442269464923,6.592134528559951e-286,-0.1590445510541439,8.363169293382954e-214,
p131528,p23435_i0,0.0345135989468723,5.064515172861802e-15,0.0415639861678737,4.4216890743680354e-18,
p131534,p23435_i0,0.0825132342676655,1.089048323269837e-83,0.0919386570475884,4.6250927765668e-89,
p131538,p23435_i0,-0.2518953388285779,0.0,-0.2096781636267049,1.0961297666688194e-201,
p131602,p23435_i0,0.1616837476251229,7.41e-321,0.1713079554368208,0.0,
p131632,p23435_i0,0.2013747131727958,0.0,0.2176071629352921,0.0,
p131636,p23435_i0,0.2676400952057194,0.0,0.2886280199064681,0.0,
p131648,p23435_i0,0.1773054436499118,0.0,0.1930309150702716,0.0,
p131670,p23435_i0,0.4524611676898094,0.0,0.5066096614607654,0.0,
p131680,p23435_i0,0.1817884961160376,0.0,0.1933492726445716,0.0,
p131684,p23435_i0,0.2082705711035852,0.0,0.2265864682711368,0.0,
p131768,p23435_i0,-0.0640993719080881,1.981360831898923e-43,-0.0660488446095357,2.718940139031979e-40,
p131820,p23435_i0,0.0885078144310324,2.69188782801682e-75,0.1228471002188931,7.842100936137206e-116,
p131834,p23435_i0,0.1082679098781134,1.1256483036105921e-131,0.1248843234932789,2.2058152496728385e-148,
p131868,p23435_i0,0.266905390499539,0.0,0.2781197976924043,0.0,
p131870,p23435_i0,0.0967464597333245,2.676824108873253e-109,0.101354264713555,5.46290994630467e-106,
p131872,p23435_i0,0.2074265456829739,0.0,0.2252988192133118,0.0,
p131874,p23435_i0,0.2620313754453299,0.0,0.2787352138967776,0.0,
p131900,p23435_i0,0.1241405651406882,6.528056433986575e-161,0.1148947868419694,6.749630708918226e-117,
p132030,p23435_i0,0.308660029040326,0.0,0.3583344689298061,0.0,
p132032,p23435_i0,0.3048301958364718,0.0,0.3368294287491818,0.0,
p130070,p23436_i0,-0.155791116379216,9.944409498140532e-298,-0.1659505408118041,1.2046617148184675e-292,
p130340,p23436_i0,-0.1935395639084634,1.0315655411290767e-281,-0.1962814615013034,4.183126400128607e-214,
p130708,p23436_i0,-0.7086768361606731,0.0,-0.9090314027470856,0.0,
p130718,p23436_i0,-0.3529362956800214,0.0,-0.3944777989525949,0.0,
p130722,p23436_i0,-0.2199355407908526,0.0,-0.2477472567479665,0.0,
p130770,p23436_i0,-0.2010790740755331,0.0,-0.2090913558695658,0.0,
p130774,p23436_i0,-0.3941444231047137,0.0,-0.5595176817276085,0.0,simpleWarning: glm.fit: fitted probabilities numerically 0 or 1 occurred
p130820,p23436_i0,-0.2441845535987915,0.0,-0.2619891119629535,0.0,
p130826,p23436_i0,-0.1694646197073241,0.0,-0.1849795379674751,0.0,
p130828,p23436_i0,-0.2538993380022415,0.0,-0.2751969529917257,0.0,
p130842,p23436_i0,-0.055144055580509,6.7907182148398495e-34,-0.042587165554844,1.3115919816110994e-15,
p130846,p23436_i0,-0.1480839491885915,1.953806074065097e-211,-0.1910584972979043,4.02444956677772e-237,
p131022,p23436_i0,-0.3178850727679039,0.0,-0.3521544913115161,0.0,
p131036,p23436_i0,-0.4965377862830334,0.0,-0.8410338474668161,0.0,simpleWarning: glm.fit: fitted probabilities numerically 0 or 1 occurred
p131038,p23436_i0,-0.1822510902475096,0.0,-0.2100759725305324,0.0,
p131056,p23436_i0,-0.4960500755320787,0.0,-0.5596814567688025,0.0,
p131086,p23436_i0,-0.2459259974927885,0.0,-0.2659739019397382,0.0,
p131126,p23436_i0,-0.1892926707118629,0.0,-0.20879580303323,0.0,
p131164,p23436_i0,-0.1642750536027253,2.7589319935307592e-241,-0.1567869763807907,3.9252357598099364e-181,
p131166,p23436_i0,-0.0912745791557189,3.254275270673592e-96,-0.0921103351421181,2.9408970594194885e-86,
p131180,p23436_i0,-0.2720851102729743,0.0,-0.2846285736392255,0.0,
p131182,p23436_i0,-0.1462348638001796,1.2366236836977066e-260,-0.1538247591480446,3.516726043041413e-253,
p131190,p23436_i0,-0.0661192084672567,1.0984112258177982e-43,-0.067573128291697,1.0176204233181938e-39,
p131282,p23436_i0,-0.4422059790760732,0.0,-0.5165037310606112,0.0,
p131304,p23436_i0,-0.7522768824431246,0.0,-1.0515356959826505,0.0,
p131306,p23436_i0,-0.7192241445570553,0.0,-0.9440441395234628,0.0,
p131310,p23436_i0,-0.4337968639008795,0.0,-0.4811171891671136,0.0,
p131322,p23436_i0,-0.2554358628923033,0.0,-0.2766738447468653,0.0,
p131324,p23436_i0,-0.312803585176896,0.0,-0.3451501137693126,0.0,
p131342,p23436_i0,-0.3949628442466963,0.0,-0.4427292538610335,0.0,
p131344,p23436_i0,-0.2408043939448878,0.0,-0.2679271113487305,0.0,
p131346,p23436_i0,-0.4277730358336906,0.0,-0.5114280398821078,0.0,
p131350,p23436_i0,-0.3660342385501717,0.0,-0.4078098766806926,0.0,
p131354,p23436_i0,-0.6191651136067694,0.0,-0.7870334669255923,0.0,
p131366,p23436_i0,-0.5170107997420156,0.0,-0.6294442943525682,0.0,
p131370,p23436_i0,-0.6300585668022473,0.0,-0.7605270490193884,0.0,
p131374,p23436_i0,-0.3209562982758628,0.0,-0.3534900346081565,0.0,
p131378,p23436_i0,-0.4236753602809727,0.0,-0.480787193090451,0.0,
p131380,p23436_i0,-0.4793943938673333,0.0,-0.5459198832368403,0.0,
p131382,p23436_i0,-0.529196462349779,0.0,-0.6340177981884737,0.0,
p131390,p23436_i0,-0.4091090749971822,0.0,-0.4704361673257622,0.0,
p131416,p23436_i0,-0.2614173350311082,0.0,-0.2821535275582437,0.0,
p131490,p23436_i0,-0.1369436941039983,7.632057580318365e-191,-0.1365825846506527,2.900972870406669e-159,
p131518,p23436_i0,-0.1571649993933093,5.3432363582775445e-254,-0.2074947457349844,3.797502589891028e-299,
p131528,p23436_i0,-0.1861913619325445,0.0,-0.2007668120875207,0.0,
p131534,p23436_i0,-0.2831847275216623,0.0,-0.3092859072411156,0.0,
p131538,p23436_i0,-0.3382270631495391,0.0,-0.3417867840101447,0.0,
p131546,p23436_i0,-0.2359906345955152,0.0,-0.2534432878283907,0.0,
p131602,p23436_i0,-0.09776765418858,3.8173187881758923e-119,-0.1034226246432849,1.5727273291560611e-117,
p131632,p23436_i0,-0.2987098466342902,0.0,-0.3204061606612227,0.0,
p131636,p23436_i0,-0.0894192830202642,8.043333681682205e-98,-0.0918967562947801,5.000579357611298e-91,
p131648,p23436_i0,-0.0489992327708386,1.5032239430654982e-30,-0.0508624290971964,4.5427566549022926e-29,
p131670,p23436_i0,-0.2743360135402696,0.0,-0.2955984563371475,0.0,
p131680,p23436_i0,-0.1843813906825899,0.0,-0.1991281498946444,0.0,
p131684,p23436_i0,-0.1917824784639956,0.0,-0.2124762193413334,0.0,
p131820,p23436_i0,-0.3124725598199764,0.0,-0.3543219600360166,0.0,
p131834,p23436_i0,-0.4653063494571359,0.0,-0.5399868454883152,0.0,
p131868,p23436_i0,-0.0626093025221873,8.83106944574305e-41,-0.0572920559662983,1.797834242719129e-29,
p131870,p23436_i0,-0.0319406284674839,1.8583676599000705e-13,-0.0276050262879514,2.3650655959372836e-09,
p131872,p23436_i0,-0.0817797044727778,3.274575585074285e-83,-0.085006004025281,7.9136454706919e-78,
p132030,p23436_i0,-0.3964868028193175,0.0,-0.4477740343066597,0.0,
p132032,p23436_i0,-0.3966043133778903,0.0,-0.4205608844524038,0.0,
p130070,p23437_i0,-0.1481110086604357,1.949150740477701e-269,-0.1578754714596532,1.800815441458745e-265,
p130340,p23437_i0,-0.191051176803809,1.3403843011568814e-274,-0.1944524884140224,2.9441225205801786e-212,
p130708,p23437_i0,-0.6366565257348628,0.0,-0.7917447622788869,0.0,
p130718,p23437_i0,-0.2854930101436456,0.0,-0.3158975248076697,0.0,
p130722,p23437_i0,-0.2269696119003882,0.0,-0.253062915011027,0.0,
p130770,p23437_i0,-0.1837399846664699,0.0,-0.1905602958196235,0.0,
p130774,p23437_i0,-0.4154865835657034,0.0,-0.582436650412727,0.0,simpleWarning: glm.fit: fitted probabilities numerically 0 or 1 occurred
p130820,p23437_i0,-0.209945973874725,0.0,-0.2244814836283324,0.0,
p130826,p23437_i0,-0.1496520401896332,1.0018514953416048e-289,-0.16296728107344,6.158733436185079e-285,
p130828,p23437_i0,-0.2386828572697508,0.0,-0.2584737184380776,0.0,
p130842,p23437_i0,-0.095559198041932,6.411352778034185e-98,-0.0935761331711758,6.042067502786272e-69,
p130846,p23437_i0,-0.115114570677678,1.6363302448120238e-127,-0.1494725849854197,1.4591105138505701e-148,
p131022,p23437_i0,-0.3140630072722122,0.0,-0.350358377184655,0.0,
p131036,p23437_i0,-0.5584047953558484,0.0,-0.9241866675942364,0.0,simpleWarning: glm.fit: fitted probabilities numerically 0 or 1 occurred
p131038,p23437_i0,-0.1737474298433219,0.0,-0.1994386155384402,0.0,
p131056,p23437_i0,-0.4573366974933387,0.0,-0.5112860514208577,0.0,
p131086,p23437_i0,-0.2342399451221086,0.0,-0.2530710828335121,0.0,
p131126,p23437_i0,-0.1807363093518341,0.0,-0.1986690489233519,0.0,
p131164,p23437_i0,-0.1495312717978857,5.541145625219569e-200,-0.141944920507606,1.3091088814429582e-148,
p131166,p23437_i0,-0.0846602505952571,3.673598734067501e-83,-0.0854963612548986,1.785083921526472e-74,
p131180,p23437_i0,-0.2381660286724091,0.0,-0.247355390204722,0.0,
p131182,p23437_i0,-0.1326249580270722,8.308166794946929e-215,-0.1394064504831462,5.314336603446055e-209,
p131190,p23437_i0,-0.0603755583266508,1.0142950106894651e-36,-0.0609273510634512,1.6455572076138254e-32,
p131282,p23437_i0,-0.414569034941186,0.0,-0.4835795575530187,0.0,
p131304,p23437_i0,-0.6917729417003234,0.0,-0.9350436242217636,0.0,
p131306,p23437_i0,-0.6654653991245923,0.0,-0.8531410090085446,0.0,
p131310,p23437_i0,-0.3870226871202407,0.0,-0.4278879865339765,0.0,
p131322,p23437_i0,-0.2417258717084832,0.0,-0.2619531129422082,0.0,
p131324,p23437_i0,-0.2964970845682374,0.0,-0.3276436955033555,0.0,
p131342,p23437_i0,-0.3651568480246021,0.0,-0.4058526208234999,0.0,
p131344,p23437_i0,-0.2207931458122374,0.0,-0.2450430741637909,0.0,
p131346,p23437_i0,-0.3950299427267347,0.0,-0.4704937116096894,0.0,
p131350,p23437_i0,-0.3391216677717373,0.0,-0.3769443138967012,0.0,
p131354,p23437_i0,-0.5836546808505118,0.0,-0.735004628445174,0.0,
p131366,p23437_i0,-0.4856092619530403,0.0,-0.5830735314663268,0.0,
p131370,p23437_i0,-0.5786698852705824,0.0,-0.6885904177669444,0.0,
p131374,p23437_i0,-0.3034614399146141,0.0,-0.3329608039005312,0.0,
p131378,p23437_i0,-0.3979480743179162,0.0,-0.4484549807464227,0.0,
p131380,p23437_i0,-0.4499064368638432,0.0,-0.5132722652212041,0.0,
p131382,p23437_i0,-0.5004275944161101,0.0,-0.5967221745165983,0.0,
p131390,p23437_i0,-0.3841296934382495,0.0,-0.4415396079296412,0.0,
p131416,p23437_i0,-0.2405654693495573,0.0,-0.2587677135864022,0.0,
p131490,p23437_i0,-0.1452726436175977,1.9756945145086663e-214,-0.1474874677373787,4.1456870994076963e-184,
p131518,p23437_i0,-0.1219876082982404,1.709676165846814e-153,-0.1625729371320162,4.890620617051015e-187,
p131528,p23437_i0,-0.1988700209734347,0.0,-0.2167614303007103,0.0,
p131534,p23437_i0,-0.2736295448199367,0.0,-0.2997016122347704,0.0,
p131538,p23437_i0,-0.3393691732742728,0.0,-0.3596784767558343,0.0,
p131546,p23437_i0,-0.2578438288200977,0.0,-0.2794981340469699,0.0,
p131602,p23437_i0,-0.0954197635114554,9.077582013495339e-114,-0.1011184261903187,2.9061638094661663e-112,
p131632,p23437_i0,-0.2585222475945485,0.0,-0.2763395114771479,0.0,
p131636,p23437_i0,-0.0833391043333405,3.397803083708136e-85,-0.0855289564451421,3.842612396106742e-79,
p131648,p23437_i0,-0.0405566926987782,1.8784828633191253e-21,-0.0420962359312582,2.0570865370161962e-20,
p131670,p23437_i0,-0.239234258948693,0.0,-0.2567911078619687,0.0,
p131680,p23437_i0,-0.1656323430725491,0.0,-0.179014507972405,0.0,
p131684,p23437_i0,-0.1564739971367278,1.8688515904e-314,-0.1728397705446394,0.0,
p131820,p23437_i0,-0.3230994351870174,0.0,-0.3680629588409957,0.0,
p131834,p23437_i0,-0.4424251381473838,0.0,-0.5118656281400259,0.0,
p131868,p23437_i0,-0.0568854269582024,5.9697636930275016e-34,-0.0497288484154485,1.5359909151594368e-22,
p131872,p23437_i0,-0.076811960393388,1.2824651356769253e-73,-0.0799852284904256,4.482237813437282e-69,
p131964,p23437_i0,-0.0276906049673422,6.904830489338762e-09,-0.062840599528444,2.129892342127827e-29,
p132030,p23437_i0,-0.3719867393658369,0.0,-0.4159971264894783,0.0,
p132032,p23437_i0,-0.3734266539509095,0.0,-0.3945043517375735,0.0,
p130070,p23438_i0,-0.1755931797396827,0.0,-0.1875749226122402,0.0,
p130340,p23438_i0,-0.1827710310367785,2.0219142106108638e-254,-0.1866166457586015,4.2022540842346976e-194,
p130708,p23438_i0,-0.9164909498082138,0.0,-1.3434778307870732,0.0,
p130718,p23438_i0,-0.448443694738428,0.0,-0.5133868384945012,0.0,
p130722,p23438_i0,-0.2165555114618878,0.0,-0.2468761432811539,0.0,
p130770,p23438_i0,-0.2661065657537346,0.0,-0.2815823645067884,0.0,
p130774,p23438_i0,-0.336739180129978,0.0,-0.4517426163390815,0.0,
p130820,p23438_i0,-0.3183570347061848,0.0,-0.3464755996618543,0.0,
p130826,p23438_i0,-0.2438986567054458,0.0,-0.2733704482511196,0.0,
p130828,p23438_i0,-0.2764746091850036,0.0,-0.3023317929948655,0.0,
p130842,p23438_i0,0.0422439235453413,2.0526101205635963e-20,0.0771238032774896,2.2255336302711632e-48,
p130846,p23438_i0,-0.2173576216019423,0.0,-0.2762782281294458,0.0,
p131022,p23438_i0,-0.1996159299784651,0.0,-0.2108580663858115,0.0,
p131036,p23438_i0,-0.2178234662804583,1.0382571428398477e-255,-0.3545973937435294,9.143782855287635e-251,simpleWarning: glm.fit: fitted probabilities numerically 0 or 1 occurred
p131038,p23438_i0,-0.1329616010368338,3.474576388137504e-228,-0.1538160217454059,4.162986994211239e-234,
p131056,p23438_i0,-0.5932643624955939,0.0,-0.6890228931269198,0.0,
p131086,p23438_i0,-0.2505659736901616,0.0,-0.274291036661769,0.0,
p131126,p23438_i0,-0.243566179313182,0.0,-0.2749130372325669,0.0,
p131164,p23438_i0,-0.2005512703175256,0.0,-0.1986030099100712,4.161884199440034e-291,
p131166,p23438_i0,-0.0974425183248116,7.373565919439219e-110,-0.0976697394357043,1.2635567789870753e-97,
p131180,p23438_i0,-0.3481322419723504,0.0,-0.37665178369119,0.0,
p131182,p23438_i0,-0.171252262283862,0.0,-0.1806462009072578,0.0,
p131190,p23438_i0,-0.0838512880198368,1.299194635496728e-69,-0.0877385809800757,1.516681138568223e-65,
p131282,p23438_i0,-0.5086560081841119,0.0,-0.5920355072034078,0.0,
p131304,p23438_i0,-0.8593422346098548,0.0,-1.3391025691229126,0.0,
p131306,p23438_i0,-0.8086439056803738,0.0,-1.1554282547676318,0.0,
p131310,p23438_i0,-0.5026356177306671,0.0,-0.565313471055498,0.0,
p131322,p23438_i0,-0.2467597077250254,0.0,-0.2667028951897067,0.0,
p131324,p23438_i0,-0.3595228457056581,0.0,-0.3989967438794436,0.0,
p131342,p23438_i0,-0.4525145165856134,0.0,-0.5149193405296548,0.0,
p131344,p23438_i0,-0.2724836476258692,0.0,-0.3065106779071151,0.0,
p131346,p23438_i0,-0.4846743846300835,0.0,-0.611291043969091,0.0,
p131350,p23438_i0,-0.3868414273880053,0.0,-0.4347108532023783,0.0,
p131354,p23438_i0,-0.689727733221419,0.0,-0.919032715124993,0.0,
p131366,p23438_i0,-0.5759048090530259,0.0,-0.7349442252816438,0.0,
p131370,p23438_i0,-0.7179155657096724,0.0,-0.9290057153446368,0.0,
p131374,p23438_i0,-0.4017512326117121,0.0,-0.4491877117710458,0.0,
p131378,p23438_i0,-0.502688533273431,0.0,-0.5930261084493768,0.0,
p131380,p23438_i0,-0.4920154981942526,0.0,-0.5612203995099595,0.0,
p131382,p23438_i0,-0.5381935638093475,0.0,-0.6489625369837626,0.0,
p131390,p23438_i0,-0.4472648392908598,0.0,-0.5088510103118391,0.0,
p131416,p23438_i0,-0.2768567559095488,0.0,-0.2982035480741995,0.0,
p131490,p23438_i0,-0.0685256441505926,1.3893406309854706e-49,-0.063756670484094,1.4951416408066402e-36,
p131518,p23438_i0,-0.2745215225124401,0.0,-0.35813582861757,0.0,
p131528,p23438_i0,-0.1322234029219028,1.5219039955288066e-201,-0.1389080107353106,1.869952786938896e-181,
p131534,p23438_i0,-0.2724204394200984,0.0,-0.2970570228940426,0.0,
p131538,p23438_i0,-0.2422790931693635,0.0,-0.2095276703127174,2.269275605185845e-175,
p131546,p23438_i0,-0.19706736102094,0.0,-0.2099842964239828,0.0,
p131602,p23438_i0,-0.1118866322573186,1.0238311400360139e-156,-0.1190245842416786,1.6689787937673806e-154,
p131632,p23438_i0,-0.3649102326696704,0.0,-0.3924290252750046,0.0,
p131636,p23438_i0,-0.1373671424045054,2.5009383742484035e-230,-0.1439251211812613,6.865149746065474e-218,
p131648,p23438_i0,-0.0894369700419837,2.3546588623361865e-98,-0.0946169552745401,2.2903934727508242e-95,
p131670,p23438_i0,-0.3675580307627415,0.0,-0.4043222505499951,0.0,
p131680,p23438_i0,-0.2191138451835027,0.0,-0.2362768990365955,0.0,
p131684,p23438_i0,-0.3025560847069345,0.0,-0.3402987371012116,0.0,
p131820,p23438_i0,-0.2085564881410783,0.0,-0.2388599308524568,0.0,
p131834,p23438_i0,-0.4535361388346992,0.0,-0.537613584891964,0.0,
p131868,p23438_i0,-0.1273194935189227,1.1367158270326907e-162,-0.1277994641782975,1.929884951874474e-139,
p131870,p23438_i0,-0.0784281504918605,1.7892085613320398e-73,-0.0781007495327265,6.163873956022472e-64,
p131872,p23438_i0,-0.1360794176745334,4.96922717179068e-229,-0.1438825178539334,4.377280038585253e-217,
p131874,p23438_i0,-0.0888137652652613,1.481187006732156e-72,-0.1003161902306079,3.335146773495658e-71,
p131900,p23438_i0,0.0348393171551193,1.5769924954315578e-14,0.0348203814734181,2.418812306130249e-12,
p132030,p23438_i0,-0.4707901121118327,0.0,-0.5542344605668582,0.0,
p132032,p23438_i0,-0.4727086880571037,0.0,-0.511862537465948,0.0,
p130070,p23439_i0,-0.0921006110807367,3.765862667308874e-100,-0.0920772581294873,2.0054000549515923e-97,
p130340,p23439_i0,-0.0882536632969108,1.6135702066235837e-56,-0.0741131025543542,3.287491046250481e-34,
p130708,p23439_i0,-0.9029181630780914,0.0,-1.1499619636098797,0.0,
p130718,p23439_i0,-0.7324337933441735,0.0,-0.855044060987394,0.0,
p130722,p23439_i0,-0.0868264022902405,1.4045227069979198e-77,-0.1003300537168181,2.635040910921552e-97,
p130770,p23439_i0,-0.2401494496409974,0.0,-0.2444900304387904,0.0,
p130820,p23439_i0,-0.2739043680718511,0.0,-0.2845035699828975,0.0,
p130826,p23439_i0,-0.2449671570651462,0.0,-0.253767125302839,0.0,
p130828,p23439_i0,-0.4106291573321194,0.0,-0.428824420642891,0.0,
p130846,p23439_i0,-0.2238760005815761,0.0,-0.2377034386263764,0.0,
p131022,p23439_i0,-0.2574427652735025,0.0,-0.2450603305828238,0.0,
p131036,p23439_i0,-0.604733871094142,0.0,-1.1097731594472515,0.0,simpleWarning: glm.fit: fitted probabilities numerically 0 or 1 occurred
p131038,p23439_i0,-0.1755822479940894,0.0,-0.1875033955717305,0.0,
p131056,p23439_i0,-0.7191136817378487,0.0,-0.8150360623834826,0.0,
p131086,p23439_i0,-0.2398479837833,0.0,-0.2426736287247063,0.0,
p131126,p23439_i0,-0.1376236269330208,1.6788043960353715e-225,-0.1429186740366167,2.6348554838294165e-224,
p131164,p23439_i0,-0.2103867892725677,0.0,-0.2003195346531792,8.959365906795213e-306,
p131166,p23439_i0,-0.10474128963276,1.0255098336279757e-119,-0.1003741248358817,1.3361951411092494e-107,
p131180,p23439_i0,-0.419626186676347,0.0,-0.4274673610827793,0.0,
p131182,p23439_i0,-0.1947077310966093,0.0,-0.1957818303046,0.0,
p131190,p23439_i0,-0.0519490323056408,4.121265528235913e-26,-0.0576994519936774,1.1575975495877198e-30,
p131282,p23439_i0,-0.4974783257772566,0.0,-0.5298361383571575,0.0,
p131304,p23439_i0,-1.02485903468511,0.0,-1.4208059161842437,0.0,
p131306,p23439_i0,-0.9298945661367184,0.0,-1.1660577362081637,0.0,
p131310,p23439_i0,-0.4822070623197731,0.0,-0.5220285514064599,0.0,
p131322,p23439_i0,-0.3145435336280773,0.0,-0.3251251035508755,0.0,
p131324,p23439_i0,-0.3987254545824513,0.0,-0.4080629537449712,0.0,
p131342,p23439_i0,-0.4773385432584648,0.0,-0.49835462704752,0.0,
p131344,p23439_i0,-0.3236602092214337,0.0,-0.3338113339608399,0.0,
p131346,p23439_i0,-0.6076343185382446,0.0,-0.7106651867380668,0.0,
p131350,p23439_i0,-0.4218686594312177,0.0,-0.4224006076016588,0.0,
p131354,p23439_i0,-0.7209812760790663,0.0,-0.8120964911318356,0.0,
p131366,p23439_i0,-0.8325009360835922,0.0,-1.0215116085184257,0.0,
p131370,p23439_i0,-0.9279962371290948,0.0,-1.169795015054652,0.0,
p131374,p23439_i0,-0.4824190390798618,0.0,-0.5209774404537103,0.0,
p131378,p23439_i0,-0.6892117372057214,0.0,-0.8083351953979363,0.0,
p131380,p23439_i0,-0.6533070371817417,0.0,-0.7021449898052109,0.0,
p131382,p23439_i0,-0.6241719567339987,0.0,-0.6538133471270626,0.0,
p131390,p23439_i0,-0.5527184096260309,0.0,-0.5950416104409618,0.0,
p131416,p23439_i0,-0.3055612582708983,0.0,-0.3134043167600258,0.0,
p131444,p23439_i0,0.0954414103768764,2.9398479745024123e-73,0.1307864979663772,2.115891676316897e-112,
p131490,p23439_i0,-0.3995746335403106,0.0,-0.4066522457587212,0.0,
p131518,p23439_i0,-0.4549478269825053,0.0,-0.5643896076159362,0.0,
p131528,p23439_i0,-0.2341359796076097,0.0,-0.2348621125704916,0.0,
p131534,p23439_i0,-0.3039809930923275,0.0,-0.310944556064418,0.0,
p131538,p23439_i0,-0.4435806374363724,0.0,-0.371940961492599,0.0,
p131546,p23439_i0,-0.3646081613338695,0.0,-0.3699217519966065,0.0,
p131602,p23439_i0,-0.0308839326843443,8.830997352848003e-13,-0.030601049562733,2.007336262366359e-12,
p131632,p23439_i0,-0.3365888422327697,0.0,-0.3516703320859473,0.0,
p131636,p23439_i0,-0.0257141949596248,4.126769371728922e-09,-0.0233556919551226,1.2048976330760314e-07,
p131648,p23439_i0,-0.0542000213793747,4.6323833906317317e-35,-0.0523985936768799,2.4875257231771025e-32,
p131670,p23439_i0,-0.1863906061733573,0.0,-0.188375719597951,0.0,
p131680,p23439_i0,-0.1665670606654599,0.0,-0.171247962751468,0.0,
p131684,p23439_i0,-0.2624459379262077,0.0,-0.2747475101658033,0.0,
p131768,p23439_i0,-0.0428195844758797,2.5669015257956395e-19,-0.0377900766292093,5.42187548965433e-15,
p131820,p23439_i0,-0.2198426363489102,0.0,-0.217369030999241,0.0,
p131834,p23439_i0,-0.5976991668342009,0.0,-0.6766101007808006,0.0,
p131870,p23439_i0,-0.0772084522638847,3.3757505187733816e-67,-0.0743645235440983,4.5289874416402006e-61,
p131872,p23439_i0,-0.0411541041983287,4.070684257617794e-21,-0.0375054482351663,1.843443149713788e-17,
p131964,p23439_i0,-0.0356940820488375,1.7181948836547721e-12,-0.0882767015011716,7.376292917567877e-63,
p132030,p23439_i0,-0.4888898091145267,0.0,-0.526454302247345,0.0,
p132032,p23439_i0,-0.4061860681775866,0.0,-0.4143295644886885,0.0,
p130070,p23440_i0,-0.1947385872146427,0.0,-0.2126078298598346,0.0,
p130340,p23440_i0,-0.2042539105688214,0.0,-0.2210886359633851,5.391964078334548e-270,
p130708,p23440_i0,-0.4807140486059623,0.0,-0.5877138463878251,0.0,
p130722,p23440_i0,-0.2569237079449649,0.0,-0.282025002607105,0.0,
p130770,p23440_i0,-0.1478569304291066,1.1275636056416808e-240,-0.1543383485344298,2.9964598467966976e-223,
p130774,p23440_i0,-0.5336939978235907,0.0,-0.7792136870490701,0.0,simpleWarning: glm.fit: fitted probabilities numerically 0 or 1 occurred
p130820,p23440_i0,-0.1917887496937865,0.0,-0.2063058630010498,0.0,
p130826,p23440_i0,-0.1447668159493048,9.88468013507295e-275,-0.1606909585786071,2.9286492641826967e-273,
p130828,p23440_i0,-0.0881026392477013,1.4676761191186509e-89,-0.0978362122603872,2.2411706510549405e-92,
p130842,p23440_i0,-0.0250277307133243,4.1005996864155495e-08,-0.0320796395958245,1.5875054065384572e-09,
p130846,p23440_i0,-0.145183147252501,4.09593877854745e-209,-0.1987291093912228,2.5648364119870995e-252,
p131022,p23440_i0,-0.1671251283056167,8.50185626e-315,-0.1928269450819633,1.8481490701038136e-307,
p131036,p23440_i0,-0.1856119245798327,2.6331756542993015e-186,-0.3392906510848667,6.417579289081673e-248,simpleWarning: glm.fit: fitted probabilities numerically 0 or 1 occurred
p131038,p23440_i0,-0.1512582457195745,1.7244422032618923e-299,-0.175953049500462,1.9451557385137888e-301,
p131056,p23440_i0,-0.1651772818332273,5.354862700178523e-304,-0.1815327854303435,1.467979007961517e-300,
p131086,p23440_i0,-0.2080701505537476,0.0,-0.2306881495807913,0.0,
p131126,p23440_i0,-0.228726086623086,0.0,-0.2586974184255073,0.0,
p131164,p23440_i0,-0.0952547407772073,4.118267465334157e-83,-0.0909884374473149,1.406153198406343e-62,
p131166,p23440_i0,-0.0575928095143914,4.923084206234693e-40,-0.0591090240066237,2.5465865232449124e-36,
p131180,p23440_i0,-0.1128820006595954,1.0435279443525112e-131,-0.1223404966227223,4.476691413103151e-126,
p131182,p23440_i0,-0.0686303431362348,6.266364365930558e-60,-0.0730857587175637,2.0387183812743624e-58,
p131190,p23440_i0,-0.0560248956567601,2.00336057570489e-32,-0.0528864616293014,1.3899006530838182e-24,
p131282,p23440_i0,-0.2726725502289562,0.0,-0.3190773486102134,0.0,
p131304,p23440_i0,-0.3702135662859363,0.0,-0.4997514151582558,0.0,
p131306,p23440_i0,-0.3784264172120054,0.0,-0.4791193075365166,0.0,
p131310,p23440_i0,-0.2983437789456353,0.0,-0.3335816596039553,0.0,
p131322,p23440_i0,-0.1079328884557713,3.6228416517684313e-144,-0.1154001484409976,2.863935228271489e-139,
p131324,p23440_i0,-0.1641772470251846,1.306630967e-315,-0.1845717045822825,0.0,
