coefficient,pvalue,covar,disease_field
0.0973261236015463,0.0353439097456252,Plate column,p131868
-0.5466077395332771,5.531868548101822e-186,Sex,p131868
0.0740931875163303,0.0,Age,p131868
0.970032091832069,1.1086569115047653e-29,Centre,p131868
-0.1919478657513742,0.0585985360399897,Batch,p131870
14.566067744312608,0.986834794690695,Date,p131870
-0.4070971596714935,1.6015153942279366e-05,Well,p131870
1.7369052038726511,0.0101492706603989,Plate,p131870
-0.0438843695642267,0.1073090865206857,Plate row,p131870
-0.0446839033974167,0.1728426166426351,Plate column,p131870
-0.2270639357708156,1.0691347810629535e-62,Sex,p131870
0.0820678019623738,0.0,Age,p131870
0.4572270687207124,3.046597929535818e-14,Centre,p131870
0.1321298467666355,0.0746025020713491,Batch,p131872
14.259213855818514,0.978753091778549,Date,p131872
-0.2298629089551199,0.0024904618956951,Well,p131872
1.2329833824084864,0.0056042670769809,Plate,p131872
0.0232760102927287,0.2815919021985438,Plate row,p131872
-0.0637099646248129,0.0144447386862574,Plate column,p131872
0.0585772328493254,4.0674448697372656e-08,Sex,p131872
0.0634629304959525,0.0,Age,p131872
0.7230347389756582,6.327178539838145e-44,Centre,p131872
-0.9136619316865876,0.0203099355701863,Batch,p131874
19.467470312904812,0.9991239457148072,Date,p131874
0.6557131833983537,0.0150197714728971,Well,p131874
20.95662102721372,0.9968583706524562,Plate,p131874
-0.1227246673935737,0.1352864939366695,Plate row,p131874
0.2303429373490251,0.0202079667378425,Plate column,p131874
-0.956359280259147,1.8282928775354245e-93,Sex,p131874
0.0473665258157658,6.210073299464906e-65,Age,p131874
0.7761554962409757,4.372636920454376e-05,Centre,p131874
-0.4555014773701947,0.0258257430357183,Batch,p131900
15.95663064933762,0.996781868423261,Date,p131900
0.4351625908685829,0.0119798488501453,Well,p131900
19.17977239467388,0.992184350373395,Plate,p131900
0.0829321017015818,0.1068180829759828,Plate row,p131900
0.0493794097575846,0.4195862555937253,Plate column,p131900
-0.6832141143615036,1.7374628473104438e-135,Sex,p131900
0.0868947853108093,0.0,Age,p131900
0.5423058081871194,2.777908149067338e-06,Centre,p131900
0.3081131370355955,0.0024904353540425,Batch,p131964
14.566067635778005,0.986834794416447,Date,p131964
0.2876468967695124,0.0043364211281969,Well,p131964
2.7770430725891857,0.0052431167527918,Plate,p131964
0.0730563204726543,0.0114723692168798,Plate row,p131964
0.0630296468086933,0.0675829047805204,Plate column,p131964
-1.5618613859849757,0.0,Sex,p131964
0.090736378441615,0.0,Age,p131964
-0.5720451579761711,8.468426814224473e-21,Centre,p131964
0.3181210641541717,0.0125364725873041,Batch,p131972
16.56606801356075,0.994491578793858,Date,p131972
-0.2932794176548311,0.0286719339915267,Well,p131972
2.5649493574619933,0.0142907801793873,Plate,p131972
-0.0376355398899413,0.2986703654935917,Plate row,p131972
0.0469963479308275,0.2708685851814394,Plate column,p131972
-1.537321240253489,0.0,Sex,p131972
0.0574453846979238,0.0,Age,p131972
-0.9276216698548172,1.0410739794471112e-32,Centre,p131972
0.4308395055801909,1.3112506614570367e-05,Batch,p132030
15.566067875953074,0.9914664654999528,Date,p132030
-0.2156407513716711,0.05807943492828,Well,p132030
2.3545448319243976,0.0213239485370836,Plate,p132030
0.0414510186902357,0.1711645886960055,Plate row,p132030
-0.0659610026551251,0.0712581222195456,Plate column,p132030
0.6490189003346806,0.0,Sex,p132030
0.0959652546506733,0.0,Age,p132030
-0.8296230489159467,4.6773133781848114e-23,Centre,p132030
0.3015556007618908,0.00090899807601936,Batch,p132032
14.566068081259685,0.986834794382996,Date,p132032
-0.2762107978920748,0.0070209470724511,Well,p132032
-2.1057588499972444,0.0513177834240988,Plate,p132032
0.0423054130530804,0.1216392247083795,Plate row,p132032
-0.0503203143549998,0.1279149239913417,Plate column,p132032
0.1580140789641703,1.36134065030697e-31,Sex,p132032
0.1132481535740212,0.0,Age,p132032
1.1445675115147265,3.014143885264646e-69,Centre,p132032
