CHR	START	STOP	LOC
10	96221243	97822357	block1070
10	97822357	100241302	block1071
10	100241302	100668400	block1072
10	100668400	102949239	block1073
10	102949239	104380410	block1074
10	104380410	106695048	block1075
10	106695048	108726686	block1076
10	108726686	110317705	block1077
10	110317705	112561493	block1078
10	112561493	115328432	block1079
10	115328432	116421406	block1080
10	116421406	119523934	block1081
10	119523934	120591353	block1082
10	120591353	122407323	block1083
10	122407323	123231465	block1084
10	123231465	123900545	block1085
10	123900545	125869346	block1086
10	125869346	128001098	block1087
10	128001098	129154362	block1088
10	129154362	130844284	block1089
10	130844284	131741327	block1090
10	131741327	132580245	block1091
10	132580245	134336329	block1092
10	134336329	134494673	block1093
10	134494673	135523865	block1094
11	70855	1213590	block1095
11	1213590	3665481	block1096
11	3665481	4746709	block1097
11	4746709	6322869	block1098
11	6322869	7436701	block1099
11	7436701	8333274	block1100
11	8333274	9087317	block1101
11	9087317	10952027	block1102
11	10952027	12564229	block1103
11	12564229	13373124	block1104
11	13373124	15742552	block1105
11	15742552	17578402	block1106
11	17578402	19569535	block1107
11	19569535	21017138	block1108
11	21017138	22374142	block1109
11	22374142	24088517	block1110
11	24088517	26045753	block1111
11	26045753	27020461	block1112
11	27020461	28481593	block1113
11	28481593	30141357	block1114
11	30141357	32276901	block1115
11	32276901	33958739	block1116
11	33958739	35502605	block1117
11	35502605	37116815	block1118
11	37116815	39382003	block1119
11	39382003	42310003	block1120
11	42310003	44693799	block1121
11	44693799	47006137	block1122
11	47006137	49866050	block1123
11	49866050	54695473	block1124
11	54695473	55082657	block1125
11	55082657	58457495	block1126
11	58457495	58780549	block1127
11	58780549	62223771	block1128
11	62223771	63804569	block1129
11	63804569	65898631	block1130
11	65898631	68005825	block1131
11	68005825	69516130	block1132
11	69516130	70926292	block1133
11	70926292	72286017	block1134
11	72286017	74412351	block1135
11	74412351	76797209	block1136
11	76797209	78355058	block1137
11	78355058	80722373	block1138
11	80722373	81266712	block1139
11	81266712	84381272	block1140
11	84381272	86619301	block1141
11	86619301	87430235	block1142
11	87430235	89208936	block1143
11	89208936	90966490	block1144
11	90966490	92077144	block1145
11	92077144	93276157	block1146
11	93276157	94242260	block1147
11	94242260	95726041	block1148
11	95726041	97057058	block1149
11	97057058	98705065	block1150
11	98705065	100417169	block1151
11	100417169	101331121	block1152
11	101331121	103959636	block1153
11	103959636	104873284	block1154
11	104873284	106520894	block1155
11	106520894	107844200	block1156
11	107844200	108437037	block1157
11	108437037	109866116	block1158
11	109866116	111114397	block1159
11	111114397	112459488	block1160
11	112459488	114257728	block1161
11	114257728	114830666	block1162
11	114830666	116383348	block1163
11	116383348	117747110	block1164
11	117747110	119215476	block1165
11	119215476	120766806	block1166
11	120766806	121175943	block1167
11	121175943	122591910	block1168
11	122591910	123500117	block1169
11	123500117	124495528	block1170
11	124495528	126311320	block1171
11	126311320	127316679	block1172
11	127316679	128188537	block1173
11	128188537	130342575	block1174
11	130342575	131074612	block1175
11	131074612	133000046	block1176
11	133000046	134205993	block1177
11	134205993	134946452	block1178
12	61107	1080331	block1179
12	1080331	2544786	block1180
12	2544786	3677037	block1181
12	3677037	4417679	block1182
12	4417679	5321472	block1183
12	5321472	6419753	block1184
12	6419753	8377536	block1185
12	8377536	9031395	block1186
12	9031395	10481534	block1187
12	10481534	11754846	block1188
12	11754846	12733528	block1189
12	12733528	15241484	block1190
12	15241484	16310460	block1191
12	16310460	18087873	block1192
12	18087873	20863943	block1193
12	20863943	23820634	block1194
12	23820634	25371083	block1195
12	25371083	27799773	block1196
12	27799773	29651255	block1197
12	29651255	30512406	block1198
12	30512406	32165592	block1199
12	32165592	33076989	block1200
12	33076989	37856717	block1201
12	37856717	39227169	block1202
12	39227169	40816185	block1203
12	40816185	41658586	block1204
12	41658586	43984474	block1205
12	43984474	46024229	block1206
12	46024229	47714793	block1207
12	47714793	49001866	block1208
12	49001866	51776494	block1209
12	51776494	53039004	block1210
12	53039004	54778823	block1211
12	54778823	55665837	block1212
12	55665837	57548860	block1213
12	57548860	59308666	block1214
12	59308666	61123729	block1215
12	61123729	64032461	block1216
12	64032461	65559695	block1217
12	65559695	67181144	block1218
12	67181144	67909729	block1219
12	67909729	69826542	block1220
12	69826542	70957987	block1221
12	70957987	72645075	block1222
12	72645075	73818454	block1223
12	73818454	76511314	block1224
12	76511314	78570570	block1225
12	78570570	80448150	block1226
12	80448150	81467767	block1227
12	81467767	83502666	block1228
12	83502666	84303844	block1229
12	84303844	85990426	block1230
12	85990426	89682122	block1231
12	89682122	92066155	block1232
12	92066155	94514567	block1233
12	94514567	96020785	block1234
12	96020785	97108839	block1235
12	97108839	99305987	block1236
12	99305987	101447641	block1237
12	101447641	101862690	block1238
12	101862690	102964986	block1239
12	102964986	104848696	block1240
12	104848696	106436213	block1241
12	106436213	106958748	block1242
12	106958748	109025901	block1243
12	109025901	110336719	block1244
12	110336719	113263518	block1245
12	113263518	113986709	block1246
12	113986709	115036602	block1247
12	115036602	115503216	block1248
12	115503216	117087471	block1249
12	117087471	118135375	block1250
12	118135375	119754110	block1251
12	119754110	122007651	block1252
12	122007651	124977980	block1253
12	124977980	126445505	block1254
12	126445505	127875098	block1255
12	127875098	129237297	block1256
12	129237297	130377921	block1257
12	130377921	131786751	block1258
12	131786751	132807034	block1259
12	132807034	133841511	block1260
13	19020013	20686720	block1261
13	20686720	22242174	block1262
13	22242174	23594702	block1263
13	23594702	24531937	block1264
13	24531937	25784362	block1265
13	25784362	27284362	block1266
13	27284362	29257551	block1267
13	29257551	30483267	block1268
13	30483267	32301815	block1269
13	32301815	33776903	block1270
13	33776903	35026464	block1271
13	35026464	36046367	block1272
13	36046367	37498185	block1273
13	37498185	38878163	block1274
13	38878163	41069263	block1275
13	41069263	43101027	block1276
13	43101027	44901409	block1277
13	44901409	46495214	block1278
13	46495214	47431079	block1279
13	47431079	49383962	block1280
13	49383962	51591091	block1281
13	51591091	53339622	block1282
13	53339622	54682864	block1283
13	54682864	55817131	block1284
13	55817131	57554217	block1285
13	57554217	58410626	block1286
13	58410626	59302271	block1287
13	59302271	60854778	block1288
13	60854778	61591949	block1289
13	61591949	63971559	block1290
13	63971559	65200602	block1291
13	65200602	67844453	block1292
13	67844453	70724516	block1293
13	70724516	71526791	block1294
13	71526791	73934089	block1295
13	73934089	75670143	block1296
13	75670143	77410555	block1297
13	77410555	78808813	block1298
13	78808813	80585676	block1299
13	80585676	82581814	block1300
13	82581814	84133144	block1301
13	84133144	85610916	block1302
13	85610916	88559882	block1303
13	88559882	90521311	block1304
13	90521311	93129691	block1305
13	93129691	93586455	block1306
13	93586455	96087558	block1307
13	96087558	97519210	block1308
13	97519210	98938919	block1309
13	98938919	100574095	block1310
13	100574095	102300523	block1311
13	102300523	104066710	block1312
13	104066710	104844114	block1313
13	104844114	106247554	block1314
13	106247554	106750000	block1315
13	106750000	108189877	block1316
13	108189877	109121210	block1317
13	109121210	109815112	block1318
13	109815112	111232073	block1319
13	111232073	112247592	block1320
13	112247592	113572488	block1321
13	113572488	115109853	block1322
14	19002084	21589402	block1323
14	21589402	23018665	block1324
14	23018665	24905123	block1325
14	24905123	26135686	block1326
14	26135686	28466533	block1327
14	28466533	29972145	block1328
14	29972145	32383265	block1329
14	32383265	34846251	block1330
14	34846251	35859593	block1331
14	35859593	38667725	block1332
14	38667725	40341990	block1333
14	40341990	41615502	block1334
14	41615502	43137389	block1335
14	43137389	44543227	block1336
14	44543227	46081896	block1337
14	46081896	46749130	block1338
14	46749130	48573586	block1339
14	48573586	49005471	block1340
14	49005471	50507760	block1341
14	50507760	51493572	block1342
14	51493572	53474383	block1343
14	53474383	53997831	block1344
14	53997831	55233681	block1345
14	55233681	56216880	block1346
14	56216880	57481262	block1347
14	57481262	59448336	block1348
14	59448336	61680424	block1349
14	61680424	63790015	block1350
14	63790015	65220298	block1351
14	65220298	66399555	block1352
14	66399555	67992317	block1353
14	67992317	71131957	block1354
14	71131957	72889615	block1355
14	72889615	76444767	block1356
14	76444767	77229472	block1357
14	77229472	78561945	block1358
14	78561945	80186579	block1359
14	80186579	81579714	block1360
14	81579714	83138097	block1361
14	83138097	84241633	block1362
14	84241633	85746319	block1363
14	85746319	86647002	block1364
14	86647002	87635341	block1365
14	87635341	89497643	block1366
14	89497643	91296860	block1367
14	91296860	93132299	block1368
14	93132299	94325285	block1369
14	94325285	95750867	block1370
14	95750867	96262415	block1371
14	96262415	98341162	block1372
14	98341162	99138532	block1373
14	99138532	101534307	block1374
14	101534307	103012102	block1375
14	103012102	105001723	block1376
14	105001723	106340358	block1377
14	106340358	107289454	block1378
15	20001200	21131604	block1379
15	21131604	24195127	block1380
15	24195127	25108590	block1381
15	25108590	27298112	block1382
15	27298112	29338502	block1383
15	29338502	30165568	block1384
15	30165568	31591821	block1385
15	31591821	32441811	block1386
15	32441811	34015425	block1387
15	34015425	35083251	block1388
15	35083251	37456502	block1389
15	37456502	38530777	block1390
15	38530777	40384132	block1391
15	40384132	41177514	block1392
15	41177514	42776399	block1393
15	42776399	44198049	block1394
15	44198049	46618787	block1395
15	46618787	48136048	block1396
15	48136048	50008043	block1397
15	50008043	51677560	block1398
15	51677560	53069096	block1399
15	53069096	54508528	block1400
15	54508528	55136269	block1401
15	55136269	56901773	block1402
15	56901773	58441366	block1403
15	58441366	59694116	block1404
15	59694116	61265836	block1405
15	61265836	63215222	block1406
15	63215222	65104668	block1407
15	65104668	67094767	block1408
15	67094767	69017999	block1409
15	69017999	70133341	block1410
15	70133341	71922649	block1411
15	71922649	73628714	block1412
15	73628714	76398624	block1413
15	76398624	78516053	block1414
15	78516053	80860978	block1415
15	80860978	84260468	block1416
15	84260468	86652905	block1417
15	86652905	88369943	block1418
15	88369943	90475551	block1419
15	90475551	92164392	block1420
15	92164392	93780902	block1421
15	93780902	94924330	block1422
15	94924330	96141596	block1423
15	96141596	98030910	block1424
15	98030910	99244059	block1425
15	99244059	100636847	block1426
15	100636847	101552694	block1427
15	101552694	102520966	block1428
16	60054	1207206	block1429
16	1207206	2764829	block1430
16	2764829	4001196	block1431
16	4001196	5118345	block1432
16	5118345	5891580	block1433
16	5891580	6893551	block1434
16	6893551	7529121	block1435
16	7529121	8338519	block1436
16	8338519	9799419	block1437
16	9799419	10426032	block1438
16	10426032	11520161	block1439
16	11520161	12613098	block1440
16	12613098	13154437	block1441
16	13154437	14464002	block1442
16	14464002	16154060	block1443
16	16154060	17644749	block1444
16	17644749	18643607	block1445
16	18643607	20150571	block1446
16	20150571	22448904	block1447
16	22448904	24136875	block1448
16	24136875	25986862	block1449
16	25986862	27445755	block1450
16	27445755	29036613	block1451
16	29036613	31382943	block1452
16	31382943	46399473	block1453
16	46399473	49007926	block1454
16	49007926	52035823	block1455
16	52035823	53382572	block1456
16	53382572	55903774	block1457
16	55903774	57664330	block1458
16	57664330	59045405	block1459
16	59045405	60745694	block1460
16	60745694	62229849	block1461
16	62229849	63691589	block1462
16	63691589	65938566	block1463
16	65938566	68841363	block1464
16	68841363	71054028	block1465
16	71054028	72935150	block1466
16	72935150	74971503	block1467
16	74971503	75977954	block1468
16	75977954	77523678	block1469
16	77523678	78456292	block1470
16	78456292	79134815	block1471
16	79134815	80297374	block1472
16	80297374	81772536	block1473
16	81772536	82747728	block1474
16	82747728	83477208	block1475
16	83477208	84445883	block1476
16	84445883	85148685	block1477
16	85148685	86156599	block1478
16	86156599	86815411	block1479
16	86815411	87647349	block1480
16	87647349	89041165	block1481
16	89041165	90292812	block1482
17	56	1172399	block1483
17	1172399	1928731	block1484
17	1928731	3702312	block1485
17	3702312	4696261	block1486
17	4696261	5741334	block1487
17	5741334	7317398	block1488
17	7317398	8306425	block1489
17	8306425	9965921	block1490
17	9965921	11102815	block1491
17	11102815	12534769	block1492
17	12534769	13180372	block1493
17	13180372	13894637	block1494
17	13894637	15019097	block1495
17	15019097	16412342	block1496
17	16412342	18856320	block1497
17	18856320	21290357	block1498
17	21290357	27334244	block1499
17	27334244	29786491	block1500
17	29786491	31538425	block1501
17	31538425	32912798	block1502
17	32912798	34469036	block1503
17	34469036	36809344	block1504
17	36809344	38877404	block1505
17	38877404	39899810	block1506
17	39899810	41772087	block1507
17	41772087	43056905	block1508
17	43056905	45876022	block1509
17	45876022	47517400	block1510
17	47517400	49898957	block1511
17	49898957	50719055	block1512
17	50719055	51826118	block1513
17	51826118	53599432	block1514
17	53599432	55357541	block1515
17	55357541	57487512	block1516
17	57487512	59312755	block1517
17	59312755	61545589	block1518
17	61545589	63148128	block1519
17	63148128	64800430	block1520
17	64800430	67858770	block1521
17	67858770	69387817	block1522
17	69387817	72672203	block1523
17	72672203	74375560	block1524
17	74375560	76263413	block1525
17	76263413	77298636	block1526
17	77298636	78837588	block1527
17	78837588	80034408	block1528
17	80034408	81194908	block1529
18	10644	912486	block1530
18	912486	1942911	block1531
18	1942911	3891658	block1532
18	3891658	5834180	block1533
18	5834180	7090485	block1534
18	7090485	8498931	block1535
18	8498931	11075913	block1536
18	11075913	11905440	block1537
18	11905440	14440799	block1538
18	14440799	19485844	block1539
18	19485844	20649472	block1540
18	20649472	22996651	block1541
18	22996651	24026191	block1542
18	24026191	25927682	block1543
18	25927682	26875587	block1544
18	26875587	27866478	block1545
18	27866478	30264066	block1546
18	30264066	31780067	block1547
18	31780067	33861964	block1548
18	33861964	35075250	block1549
18	35075250	36365490	block1550
18	36365490	37684367	block1551
18	37684367	39892648	block1552
18	39892648	42922106	block1553
18	42922106	44299246	block1554
18	44299246	45939732	block1555
18	45939732	47730584	block1556
18	47730584	51062185	block1557
18	51062185	51554175	block1558
18	51554175	55213838	block1559
18	55213838	56530220	block1560
18	56530220	57630483	block1561
18	57630483	59020751	block1562
18	59020751	60277715	block1563
18	60277715	61820252	block1564
18	61820252	63463402	block1565
18	63463402	64252801	block1566
18	64252801	66125817	block1567
18	66125817	67175820	block1568
18	67175820	68621179	block1569
18	68621179	69621618	block1570
18	69621618	71038474	block1571
18	71038474	71971462	block1572
18	71971462	73526987	block1573
18	73526987	74813815	block1574
18	74813815	75976317	block1575
18	75976317	77149991	block1576
18	77149991	78017158	block1577
19	80840	610729	block1578
19	610729	2098396	block1579
19	2098396	3019660	block1580
19	3019660	4348967	block1581
19	4348967	5811852	block1582
19	5811852	6684885	block1583
19	6684885	8347513	block1584
19	8347513	9238393	block1585
19	9238393	11284028	block1586
19	11284028	13471127	block1587
19	13471127	14486347	block1588
19	14486347	15648610	block1589
19	15648610	16374416	block1590
19	16374416	18409862	block1591
19	18409862	19877471	block1592
19	19877471	20905757	block1593
19	20905757	22732896	block1594
19	22732896	23467746	block1595
19	23467746	28557893	block1596
19	28557893	29790947	block1597
19	29790947	30727954	block1598
19	30727954	32746520	block1599
19	32746520	34262952	block1600
19	34262952	36469295	block1601
19	36469295	37527033	block1602
19	37527033	40170619	block1603
19	40170619	40984601	block1604
19	40984601	42131573	block1605
19	42131573	43862455	block1606
19	43862455	44744108	block1607
19	44744108	46102697	block1608
19	46102697	47150082	block1609
19	47150082	49282227	block1610
19	49282227	51532567	block1611
19	51532567	52985290	block1612
19	52985290	54602362	block1613
19	54602362	55728080	block1614
19	55728080	57521335	block1615
19	57521335	59118839	block1616
20	60479	697600	block1617
20	697600	2469501	block1618
20	2469501	3828413	block1619
20	3828413	5477850	block1620
20	5477850	7084073	block1621
20	7084073	8117011	block1622
20	8117011	9730921	block1623
20	9730921	11249536	block1624
20	11249536	12447499	block1625
20	12447499	13689864	block1626
20	13689864	15958359	block1627
20	15958359	17487232	block1628
20	17487232	18972203	block1629
20	18972203	20959710	block1630
20	20959710	22491456	block1631
20	22491456	23293790	block1632
20	23293790	24717724	block1633
20	24717724	25344231	block1634
20	25344231	31614823	block1635
20	31614823	32813441	block1636
20	32813441	34960446	block1637
20	34960446	36909530	block1638
20	36909530	38436761	block1639
20	38436761	39610856	block1640
20	39610856	40585689	block1641
20	40585689	41615460	block1642
20	41615460	42680176	block1643
20	42680176	44839056	block1644
20	44839056	47199980	block1645
20	47199980	49239658	block1646
20	49239658	52472549	block1647
20	52472549	54055266	block1648
20	54055266	56447959	block1649
20	56447959	58406572	block1650
20	58406572	59561724	block1651
20	59561724	61301855	block1652
20	61301855	62190180	block1653
20	62190180	62965163	block1654
21	9411243	15950982	block1655
21	15950982	18053165	block1656
21	18053165	19480375	block1657
21	19480375	20962339	block1658
21	20962339	22072764	block1659
21	22072764	23362875	block1660
21	23362875	24696231	block1661
21	24696231	26469122	block1662
21	26469122	27271019	block1663
21	27271019	29125226	block1664
21	29125226	31197025	block1665
21	31197025	32668642	block1666
21	32668642	34376999	block1667
21	34376999	35225465	block1668
21	35225465	36524373	block1669
21	36524373	37870779	block1670
21	37870779	38711704	block1671
21	38711704	40482902	block1672
21	40482902	41389527	block1673
21	41389527	43321528	block1674
21	43321528	44506268	block1675
21	44506268	46177105	block1676
21	46177105	47492226	block1677
21	47492226	48119752	block1678
22	16050408	17674295	block1679
22	17674295	18296088	block1680
22	18296088	19912358	block1681
22	19912358	22357325	block1682
22	22357325	23712647	block1683
22	23712647	24984204	block1684
22	24984204	26791628	block1685
22	26791628	27834752	block1686
22	27834752	29651799	block1687
22	29651799	31439918	block1688
22	31439918	32664986	block1689
22	32664986	34494914	block1690
22	34494914	35530985	block1691
22	35530985	37570269	block1692
22	37570269	39307894	block1693
22	39307894	40545797	block1694
22	40545797	42690818	block1695
22	42690818	43714200	block1696
22	43714200	44995308	block1697
22	44995308	46470495	block1698
22	46470495	47596318	block1699
22	47596318	48903703	block1700
22	48903703	49824534	block1701
22	49824534	51243298	block1702
